consumer_id,2023-01-01 00:00:00,2023-01-01 01:00:00,2023-01-01 02:00:00,2023-01-01 03:00:00,2023-01-01 04:00:00,2023-01-01 05:00:00,2023-01-01 06:00:00,2023-01-01 07:00:00,2023-01-01 08:00:00,2023-01-01 09:00:00,2023-01-01 10:00:00,2023-01-01 11:00:00,2023-01-01 12:00:00,2023-01-01 13:00:00,2023-01-01 14:00:00,2023-01-01 15:00:00,2023-01-01 16:00:00,2023-01-01 17:00:00,2023-01-01 18:00:00,2023-01-01 19:00:00,2023-01-01 20:00:00,2023-01-01 21:00:00,2023-01-01 22:00:00,2023-01-01 23:00:00,2023-01-02 00:00:00,2023-01-02 01:00:00,2023-01-02 02:00:00,2023-01-02 03:00:00,2023-01-02 04:00:00,2023-01-02 05:00:00,2023-01-02 06:00:00,2023-01-02 07:00:00,2023-01-02 08:00:00,2023-01-02 09:00:00,2023-01-02 10:00:00,2023-01-02 11:00:00,2023-01-02 12:00:00,2023-01-02 13:00:00,2023-01-02 14:00:00,2023-01-02 15:00:00,2023-01-02 16:00:00,2023-01-02 17:00:00,2023-01-02 18:00:00,2023-01-02 19:00:00,2023-01-02 20:00:00,2023-01-02 21:00:00,2023-01-02 22:00:00,2023-01-02 23:00:00
MTR_V_04,232.12,233.96,234.65,235.14,236.21,236.45,236.05,236.28,235.51,234.45,234.22,233.24,231.66,230.74,230.57,229.55,228.97,228.76,228.65,228.75,228.67,230.06,230.8,232.31,233.26,234.14,234.59,235.85,235.99,236.14,235.65,235.89,235.93,235.35,233.79,232.96,232.55,230.63,229.66,228.71,228.64,228.01,229.11,228.71,229.71,230.06,231.27,232.95
MTR_V_05,231.89,234.31,234.82,235.54,235.69,236.88,236.77,236.29,235.14,234.82,234.57,233.6,232.39,231.17,229.78,230.06,228.38,228.85,228.21,229.12,229.36,230.01,231.54,231.82,233.4,234.05,235.27,235.96,236.47,236.78,236.62,236.17,235.64,235.28,233.65,233.32,232.22,230.44,229.35,229.16,228.26,228.03,229.15,229.18,230.07,230.88,231.63,232.46
MTR_V_06,230.63,231.8,232.85,233.62,233.8,235.28,235.38,234.67,234.09,233.4,232.5,231.83,230.64,229.27,228.26,228.11,227.65,226.72,226.45,227.18,227.83,227.86,228.38,229.88,231.3,232.87,232.98,234.45,233.58,234.95,234.86,234.65,233.67,233.55,232.07,231.4,229.93,229.25,227.91,227.66,226.88,227.32,227.1,227.49,228.05,228.79,229.5,230.82
MTR_W_01,231.58,232.54,233.92,233.9,235.47,234.85,235.44,235.71,234.92,233.91,232.97,232.5,231.37,230.03,229.09,228.93,227.77,227.43,227.85,228.16,228.61,229.19,229.54,231.17,232.03,233.39,234.11,234.55,235.17,235.89,236.06,235.0,235.19,234.51,232.84,231.91,230.22,229.51,228.97,228.35,227.63,227.49,227.36,228.1,228.2,230.27,230.09,231.83
MTR_W_02,230.22,231.64,232.39,233.98,234.41,235.25,235.34,234.29,234.69,233.63,232.72,231.8,230.39,229.77,228.59,228.13,227.2,227.14,226.71,227.68,228.14,228.01,228.92,230.66,231.62,232.25,232.79,233.67,234.45,235.34,234.56,234.35,234.32,232.79,231.97,231.16,229.45,229.48,227.95,227.7,227.37,226.84,227.11,227.35,228.63,228.39,229.51,231.07
MTR_W_03,229.37,231.0,231.6,232.91,233.12,233.36,233.68,234.57,233.06,231.92,231.04,230.81,229.31,228.56,227.52,226.8,225.91,226.2,225.43,226.26,226.78,227.42,227.8,229.22,229.73,231.16,232.15,232.44,233.47,233.6,233.53,233.25,232.77,232.09,230.89,229.94,228.73,227.89,226.68,225.75,226.07,225.13,225.72,225.67,227.4,227.46,228.2,230.19
MTR_W_04,230.46,232.1,232.97,233.92,234.9,235.25,235.44,234.78,234.37,234.52,233.26,232.01,230.54,229.78,228.72,228.77,226.72,226.91,226.74,227.58,228.15,228.57,229.33,230.98,231.74,232.91,233.87,233.68,234.58,235.46,235.26,234.57,234.73,232.71,232.87,231.85,230.31,230.19,227.97,227.71,227.8,227.14,227.55,227.82,228.55,228.91,230.41,231.52
MTR_W_05,231.39,232.32,233.69,235.19,235.69,235.51,236.05,235.45,235.36,234.6,233.67,233.52,231.09,229.82,228.89,228.65,227.4,227.79,228.57,227.87,228.13,228.87,229.86,231.04,231.93,233.57,234.17,234.29,234.79,235.82,234.94,235.11,235.5,233.7,232.78,232.27,230.55,230.26,228.04,228.84,227.71,227.53,228.01,227.65,228.49,229.09,230.32,231.48
MTR_W_06,229.95,231.41,232.5,233.34,233.39,233.91,234.38,233.91,233.37,233.14,232.08,231.37,229.29,229.06,227.91,227.6,226.63,226.43,226.16,225.91,227.28,227.43,228.45,229.98,231.0,231.41,232.49,233.75,233.8,233.99,233.4,234.25,232.96,232.43,231.41,230.19,229.38,228.73,227.49,226.39,226.69,225.64,226.33,227.12,227.72,228.39,228.55,230.23
MTR_X_01,231.28,232.7,234.1,234.53,234.82,235.45,235.57,235.71,234.88,234.63,233.66,232.8,231.34,229.98,229.58,229.28,228.35,227.91,227.92,228.31,228.26,228.82,230.34,231.24,232.15,233.6,234.6,234.2,235.25,236.27,236.17,235.27,235.5,234.4,233.34,231.82,231.15,229.94,229.02,228.21,228.35,227.64,227.54,227.94,228.63,229.62,230.85,231.87
MTR_X_02,230.0,231.03,232.3,233.64,233.68,233.9,234.29,233.22,233.57,232.84,232.07,231.13,229.72,228.2,228.41,226.83,226.95,226.26,226.05,226.11,226.84,228.07,228.89,229.21,230.81,232.11,231.84,233.87,233.69,234.32,234.24,234.29,233.73,232.56,231.4,230.21,230.02,228.79,227.82,226.58,226.15,226.11,226.22,226.75,227.35,228.26,229.53,229.71
MTR_X_03,232.08,233.54,234.41,234.71,235.5,235.59,235.78,235.85,234.64,235.25,234.81,233.14,231.78,230.47,230.17,230.15,228.28,228.47,228.41,228.58,228.81,229.47,230.65,232.03,232.64,233.51,234.73,234.73,235.74,236.28,236.61,235.38,236.0,235.32,233.66,231.52,230.78,230.81,229.39,229.23,228.3,228.3,228.44,228.16,229.58,230.09,231.26,231.75
MTR_X_04,233.19,233.31,234.65,235.64,236.29,236.2,236.87,236.55,235.37,235.4,234.39,233.66,232.88,231.17,231.22,230.02,228.77,228.91,229.22,228.53,229.37,230.62,231.4,232.23,233.39,234.58,235.3,236.11,236.51,236.39,236.99,235.81,235.72,234.91,233.9,232.56,232.39,231.02,229.88,229.22,229.1,228.89,228.55,228.79,230.02,230.36,231.68,232.4
MTR_X_05,230.67,231.94,232.62,233.21,234.22,234.69,234.63,234.63,233.91,232.81,232.28,230.84,230.1,228.76,228.06,228.49,226.73,226.44,227.04,226.56,227.14,228.04,229.6,230.78,230.56,232.12,232.87,233.43,234.78,234.25,235.05,234.5,233.36,233.35,232.28,230.14,229.71,228.56,228.4,226.81,226.34,226.53,226.69,227.29,227.65,228.76,229.78,231.29
MTR_X_06,232.32,233.33,233.65,234.4,235.9,235.95,236.23,236.23,234.96,235.41,234.29,233.39,231.58,230.66,230.81,229.47,228.84,229.16,228.51,229.04,229.52,229.76,230.37,231.64,233.03,234.06,235.09,235.13,235.76,236.29,237.14,235.28,235.67,234.83,233.7,231.79,231.56,230.95,229.02,229.23,228.53,228.62,228.47,228.68,229.36,230.52,231.06,232.57
MTR_Y_01,232.33,232.52,234.03,234.42,234.65,235.73,235.42,235.47,234.13,233.96,234.32,232.5,231.51,230.69,228.45,228.48,227.55,227.8,227.86,227.6,228.61,229.05,230.51,230.87,231.87,232.92,234.61,234.81,235.02,235.77,235.28,235.47,235.06,233.51,232.61,232.0,230.53,229.59,229.01,227.61,227.9,227.77,228.06,228.12,228.11,229.5,230.43,231.88
MTR_Y_02,229.79,229.91,231.48,232.76,232.51,233.8,233.26,233.0,233.24,232.56,231.23,230.3,229.37,227.78,227.37,225.84,225.7,225.61,224.8,225.95,226.29,226.86,227.77,228.7,230.08,231.26,231.58,232.68,233.41,233.27,233.05,232.76,232.2,231.21,230.3,229.15,229.22,227.39,227.11,225.65,225.94,225.31,224.93,225.47,226.7,227.04,228.77,229.5
MTR_Y_03,230.14,230.95,232.01,232.61,233.34,234.04,234.3,233.73,233.64,233.24,230.87,230.83,229.85,228.98,227.84,226.61,226.97,226.11,225.64,226.61,226.95,227.49,227.79,229.37,230.38,231.83,231.88,233.28,233.56,234.01,233.79,233.46,232.68,231.9,230.99,229.99,229.98,228.12,228.18,225.97,226.44,225.56,225.66,226.66,227.35,227.85,229.04,229.91
MTR_Y_04,232.94,232.46,234.78,235.02,235.5,236.42,236.55,235.79,234.94,234.57,234.42,232.67,231.8,230.1,229.32,229.33,228.4,228.34,228.75,228.77,228.73,229.35,230.54,231.48,232.43,233.8,234.9,235.91,235.61,235.7,235.41,235.8,235.53,234.5,233.19,232.4,230.45,229.86,229.57,228.6,228.34,228.32,228.19,228.28,229.1,230.06,231.37,232.52
MTR_Y_05,230.5,231.45,232.44,233.22,233.81,233.92,234.34,233.54,233.28,233.43,231.24,231.08,229.63,228.75,227.41,227.67,226.06,226.03,226.05,226.95,227.36,227.57,229.02,230.09,230.78,231.94,232.46,233.34,234.3,234.55,233.56,233.78,232.98,232.26,231.3,230.47,229.54,228.34,228.2,226.37,225.94,225.73,226.0,226.91,227.78,228.36,229.54,230.54
MTR_Y_06,229.35,229.95,230.71,232.15,232.46,232.68,232.91,232.42,231.94,232.24,230.59,229.86,229.36,227.63,226.61,226.36,225.06,224.73,224.71,225.87,226.27,226.24,227.99,228.84,229.35,230.54,231.46,233.14,232.88,233.68,232.97,232.33,232.33,230.88,229.98,229.15,228.64,227.75,226.87,225.36,225.72,224.62,224.69,225.47,226.38,226.97,228.4,229.08
MTR_Z_01,231.27,232.58,233.04,233.85,235.37,235.05,235.61,235.32,235.37,234.14,233.61,232.09,230.6,230.27,229.21,228.15,227.7,227.83,227.8,227.51,227.77,229.22,230.43,230.97,231.99,233.17,234.1,235.07,235.58,235.88,234.99,234.6,234.85,233.49,232.77,231.98,230.94,229.88,229.32,228.21,227.5,227.31,227.93,227.84,228.7,229.86,230.91,231.46
MTR_Z_02,231.18,232.39,233.44,234.23,235.42,235.21,236.45,234.85,235.18,234.36,233.35,232.23,231.62,230.66,229.33,228.29,227.66,228.1,227.72,227.09,228.53,229.19,230.72,230.93,232.48,233.26,234.3,235.12,235.2,235.9,235.73,235.74,234.7,234.03,233.26,231.56,231.24,229.25,229.01,228.09,227.85,227.74,227.87,228.05,229.5,230.06,230.87,231.13
MTR_Z_03,230.66,231.89,232.87,233.26,234.15,234.91,234.9,235.12,234.27,233.47,233.38,231.76,231.56,229.17,228.79,227.66,227.39,227.38,227.31,227.25,227.33,228.31,229.32,230.17,231.95,232.55,233.36,233.98,235.15,235.51,234.7,235.25,233.86,232.85,232.56,231.2,230.25,229.19,227.6,227.01,227.23,227.37,227.63,227.57,228.8,229.38,230.33,230.85
MTR_Z_04,229.64,230.94,232.22,232.85,233.59,233.15,233.08,233.01,233.46,231.86,231.99,230.61,229.7,228.04,227.24,226.68,225.8,226.11,225.44,225.99,225.92,226.85,227.73,228.95,230.28,231.46,232.56,233.33,233.63,233.26,233.53,233.86,232.78,231.57,230.55,229.94,229.54,227.66,226.89,225.86,225.65,225.4,224.82,226.26,227.06,227.18,228.67,229.42
MTR_Z_05,229.06,230.28,231.69,232.54,232.47,232.5,232.8,233.34,233.06,231.5,231.25,230.77,228.81,228.08,227.14,225.87,225.35,225.47,225.27,225.69,225.75,225.51,227.23,227.52,229.93,230.74,232.35,232.53,233.04,233.31,232.9,232.66,231.86,231.58,230.83,229.68,228.22,227.81,226.08,225.07,224.84,225.0,224.66,225.68,225.72,227.13,227.25,229.43
MTR_Z_06,232.2,233.02,234.18,235.23,235.6,235.5,235.96,235.89,235.09,235.0,234.08,232.42,232.0,230.76,229.95,228.8,228.52,227.71,228.81,228.81,228.59,229.5,230.81,231.39,232.48,234.13,234.97,235.17,235.57,236.38,236.59,235.3,235.47,234.29,233.0,232.6,231.26,230.86,229.42,228.49,228.06,228.2,227.92,228.15,229.14,229.87,231.05,231.97
MTR_[_01,232.48,234.02,234.3,235.18,236.16,236.26,236.48,236.04,235.94,234.82,234.28,233.84,232.31,231.57,231.02,229.33,228.39,228.25,229.07,229.21,230.21,230.32,231.57,231.93,233.47,234.1,234.56,236.38,236.93,236.18,236.44,236.65,235.77,234.91,234.53,232.94,231.98,230.5,228.97,229.5,228.48,228.82,228.63,229.23,229.63,230.23,231.97,232.85
MTR_[_02,229.71,230.75,231.16,231.98,232.68,233.25,233.79,232.97,233.01,232.57,231.17,229.92,229.58,227.71,227.17,226.11,226.27,224.83,224.92,225.85,225.73,226.91,227.76,228.68,229.47,230.57,231.53,232.87,233.36,232.92,233.48,233.22,232.86,232.51,230.59,229.49,227.97,227.31,226.46,225.78,225.73,226.02,225.38,225.44,226.53,227.45,228.06,228.67
MTR_[_03,229.86,231.44,232.09,233.06,233.5,234.29,234.53,233.44,233.59,232.66,232.26,230.48,230.1,228.87,227.44,227.06,226.71,226.17,226.51,225.81,226.48,227.64,227.95,229.36,230.64,231.39,232.09,234.12,233.82,233.94,233.76,234.11,233.11,231.97,230.78,230.61,229.64,228.09,227.58,226.9,226.42,226.45,226.37,226.92,226.95,228.06,228.73,229.82
MTR_[_04,232.32,233.42,233.91,235.25,236.31,236.96,237.03,236.55,235.81,234.87,234.49,233.96,232.59,231.61,230.07,229.9,228.95,228.34,229.29,228.33,229.04,230.34,231.44,231.45,233.38,234.38,234.9,236.61,236.3,235.76,235.84,235.54,236.3,234.99,234.7,232.78,231.92,230.34,229.75,229.19,228.69,228.07,229.12,229.45,229.35,230.43,231.19,233.12
MTR_[_05,230.54,231.66,233.23,233.0,234.73,234.68,235.06,234.73,234.32,233.64,232.57,231.48,229.92,229.13,229.02,227.95,227.41,226.74,226.61,226.38,227.39,228.07,229.19,230.32,231.5,232.36,232.38,233.87,233.93,234.9,234.5,234.34,233.41,233.43,232.19,231.07,229.44,229.85,227.68,227.68,227.01,228.11,226.99,227.08,228.39,228.78,229.74,230.7
MTR_[_06,229.64,231.35,231.86,233.17,233.43,233.6,233.71,233.42,233.44,232.95,231.88,230.87,230.1,227.97,227.62,227.02,226.71,226.03,226.42,225.9,226.02,227.69,228.42,229.64,230.2,230.92,232.84,233.32,233.54,233.18,233.8,234.16,233.2,232.04,231.21,230.26,229.35,227.68,226.98,226.89,226.24,225.78,226.34,226.87,226.89,228.06,228.1,230.32
MTR_\_01,230.58,230.88,231.54,232.12,232.94,232.79,233.75,233.1,232.51,231.89,230.78,230.54,228.68,228.44,227.11,227.18,226.63,225.79,225.25,225.94,226.47,227.06,228.0,228.76,229.51,231.2,231.88,232.88,233.29,233.04,233.69,232.96,232.73,231.86,230.53,230.02,228.42,228.19,227.0,225.73,225.03,225.34,226.04,226.18,226.6,227.3,229.12,229.5
MTR_\_02,230.85,232.07,233.06,233.07,233.69,234.66,234.74,234.76,234.45,232.68,232.69,231.51,230.54,229.19,228.21,227.56,227.61,226.77,227.3,227.89,227.58,227.87,228.66,230.28,231.09,232.05,233.17,234.66,234.4,234.52,234.53,234.37,233.9,232.28,232.22,231.59,230.1,229.08,227.58,227.13,227.3,226.97,227.08,227.42,227.8,228.51,229.83,231.24
MTR_\_03,231.83,232.13,233.22,233.43,234.56,235.24,235.73,235.46,234.94,234.21,233.16,232.16,230.61,229.94,229.58,229.01,227.75,228.07,227.61,227.82,228.28,228.94,229.88,231.01,231.98,233.54,234.43,234.78,235.73,235.78,235.55,235.19,234.28,234.13,232.68,231.27,230.91,230.26,229.1,228.25,227.63,227.98,227.82,228.15,228.08,229.35,230.09,231.69
MTR_\_04,230.61,231.66,232.76,233.07,233.73,234.68,234.85,234.75,233.72,233.19,231.95,231.59,230.79,228.83,228.39,227.15,227.16,226.43,227.29,227.4,228.07,228.02,229.3,230.18,231.54,232.7,232.78,234.15,234.34,234.49,234.47,234.55,234.02,232.49,232.72,230.56,230.47,228.8,227.91,227.44,226.86,226.07,226.88,227.71,228.18,228.48,230.16,231.11
MTR_\_05,230.94,230.83,232.29,232.08,233.39,233.6,235.06,233.43,232.78,232.28,231.58,231.0,229.65,228.89,226.91,226.64,227.11,226.07,226.21,226.22,226.49,227.53,227.88,229.42,230.05,231.6,231.91,233.35,233.57,233.51,233.79,233.51,233.46,232.51,231.58,230.26,228.81,228.21,227.71,226.16,225.46,226.15,225.85,226.64,227.17,228.24,228.89,230.28
MTR_\_06,232.84,232.88,233.8,234.38,236.14,236.72,236.28,236.28,235.29,234.95,233.96,233.33,231.24,230.82,230.22,229.16,228.32,228.57,228.37,228.69,229.07,229.86,230.46,231.65,232.73,233.54,234.68,235.46,236.26,235.62,236.26,236.08,235.32,234.27,233.47,232.68,231.67,230.38,228.61,229.15,229.01,228.35,228.27,228.76,229.55,230.32,230.59,232.11
MTR_]_01,232.34,233.8,234.03,234.94,236.43,235.96,236.4,236.22,235.26,234.64,233.83,232.68,232.62,230.99,229.95,229.61,228.65,228.57,228.7,227.81,228.92,229.73,231.23,231.03,232.24,233.82,234.55,235.7,235.87,235.62,236.09,236.06,235.17,233.68,233.37,232.45,231.21,230.48,229.76,228.58,227.74,228.39,228.68,228.79,229.27,229.76,230.89,232.88
MTR_]_02,230.66,232.46,232.89,233.95,234.27,234.45,235.24,234.41,234.44,233.33,232.78,231.48,229.93,229.97,228.73,227.72,227.54,226.42,226.61,226.88,227.8,228.36,228.85,230.26,231.37,232.22,233.21,233.86,234.16,235.37,235.41,234.05,234.0,233.01,231.95,230.74,230.33,229.11,227.88,226.93,227.23,226.76,227.05,226.78,227.97,229.3,229.82,230.59
MTR_]_03,232.34,233.58,233.88,234.74,236.26,236.4,236.19,236.57,235.77,234.64,234.07,233.96,232.17,231.04,229.9,229.49,229.18,228.34,228.96,228.79,228.67,230.0,230.83,231.5,232.22,234.27,235.24,235.31,236.35,236.6,236.57,235.69,235.31,233.79,233.77,232.02,231.7,230.11,230.07,228.61,228.94,228.8,229.26,229.18,229.58,229.6,230.49,231.89
MTR_]_04,230.66,231.86,233.3,233.66,234.63,234.44,235.26,234.52,234.47,233.15,232.99,231.17,229.86,229.59,227.96,227.47,227.39,226.59,226.99,227.0,227.52,227.94,229.07,229.93,231.53,232.43,233.6,233.57,234.22,235.06,234.56,234.18,233.36,232.68,232.38,230.78,230.13,228.83,227.58,227.02,226.75,226.49,226.58,227.18,228.16,228.73,229.11,230.52
MTR_]_05,229.47,230.76,231.48,233.03,233.43,234.03,233.98,233.72,233.31,232.56,231.58,230.86,229.48,228.44,227.0,227.44,226.06,226.29,225.28,225.58,226.63,227.07,228.24,229.66,230.81,231.77,231.89,232.4,234.03,233.39,233.99,233.32,233.07,232.19,231.05,230.73,229.15,227.75,226.78,226.2,225.8,225.25,225.97,226.34,226.87,227.58,229.48,229.95
MTR_]_06,229.67,230.58,231.1,232.7,232.87,233.04,233.59,233.01,232.68,232.04,230.92,230.01,228.98,227.52,227.25,226.39,225.88,225.33,225.17,224.49,225.78,226.51,227.96,228.9,229.7,230.91,231.94,232.15,233.41,233.14,233.7,232.51,232.14,231.27,231.06,229.63,228.11,226.82,226.65,225.51,225.33,224.96,225.52,225.64,226.05,227.11,228.16,229.6
MTR_^_01,229.13,230.22,231.21,231.72,232.31,233.09,233.08,232.82,232.77,232.05,231.69,230.52,229.08,228.22,227.01,226.6,225.69,225.04,225.4,225.71,225.95,226.27,227.18,228.47,229.75,231.3,231.64,232.56,233.09,233.64,233.25,232.94,231.99,231.41,230.6,229.5,228.6,227.66,226.32,225.67,225.81,224.75,225.54,225.62,226.26,227.11,227.98,229.36
MTR_^_02,231.2,232.29,232.82,233.84,234.96,235.52,235.04,235.24,233.95,234.31,232.81,232.13,230.55,229.77,228.38,227.58,227.91,226.56,226.62,227.56,227.54,228.58,229.65,230.59,231.41,232.96,233.49,233.61,235.12,235.43,235.42,234.28,233.85,233.61,232.52,231.73,230.4,229.49,228.43,227.63,227.95,227.01,226.85,227.52,228.03,228.8,229.58,231.4
MTR_^_03,230.74,231.67,232.11,233.68,234.92,234.56,234.76,234.31,233.18,233.82,232.53,231.69,229.95,229.21,228.87,227.95,227.54,226.64,225.84,227.08,227.32,228.45,229.43,229.71,231.78,232.05,233.29,233.55,233.96,234.54,234.13,233.94,233.69,233.39,231.27,231.4,229.79,228.91,227.97,226.75,226.55,226.13,226.83,227.61,227.59,228.33,228.84,230.83
MTR_^_04,232.16,232.87,234.16,234.73,236.01,235.37,235.8,236.07,234.96,234.86,234.35,232.61,232.01,230.17,229.47,229.11,228.21,227.34,227.37,228.69,228.6,229.04,230.1,231.3,233.14,233.62,234.21,234.96,235.55,235.83,235.7,235.37,234.76,234.2,233.46,231.64,231.27,230.52,229.74,228.14,228.16,227.66,227.79,228.25,228.48,230.24,230.9,232.31
MTR_^_05,231.66,232.71,233.18,234.75,235.63,235.04,236.09,235.65,234.47,234.2,233.51,232.54,231.13,230.11,229.88,228.63,227.99,227.35,227.25,228.63,228.11,229.26,230.2,230.53,232.3,233.5,234.45,234.42,236.14,235.42,235.64,234.9,234.27,234.21,232.55,232.2,230.43,229.43,228.92,228.23,227.91,227.38,227.48,228.18,228.73,229.09,230.8,231.85
MTR_^_06,230.44,232.52,232.8,233.82,235.31,234.57,235.07,235.24,234.45,234.25,232.85,231.98,230.4,229.28,229.38,228.06,228.03,226.93,226.53,227.72,227.1,228.02,229.86,230.07,231.75,233.23,234.01,234.2,234.96,234.96,235.3,234.73,234.6,233.22,232.93,231.58,230.29,229.19,228.37,227.57,227.89,227.5,227.28,228.02,228.42,228.66,229.61,231.05
MTR___01,231.62,232.95,232.58,234.46,234.88,234.76,235.39,235.08,234.43,234.03,233.14,231.74,231.21,229.96,228.75,228.22,228.17,227.15,226.87,227.46,228.07,228.52,230.52,230.83,231.79,232.81,234.48,233.75,234.94,235.72,235.5,234.76,234.27,233.85,232.85,231.54,230.73,229.25,228.16,227.71,228.03,227.51,227.37,227.87,228.55,228.58,230.49,231.18
MTR___02,230.95,232.61,232.81,233.99,234.48,234.68,235.9,235.0,234.07,234.07,233.38,231.38,231.33,229.8,228.62,227.97,227.97,226.66,226.9,226.77,227.44,229.21,229.71,230.46,232.02,232.52,233.63,234.3,234.6,234.68,235.54,234.95,234.55,233.53,232.62,231.52,230.67,229.85,228.84,227.75,227.58,227.29,226.89,228.26,227.86,228.91,230.37,231.35
MTR___03,229.72,230.11,230.92,231.91,233.22,232.87,233.37,233.53,232.53,231.7,231.73,230.19,229.24,228.32,226.84,225.65,225.66,225.52,225.46,225.9,226.03,227.07,227.71,229.11,229.37,231.56,232.02,232.6,232.9,233.45,233.32,232.71,232.85,231.82,230.57,228.87,228.65,227.48,227.07,225.89,224.82,225.17,225.09,225.76,226.75,227.16,228.66,229.54
MTR___04,230.31,231.24,232.19,232.34,234.03,234.33,234.29,233.91,233.3,232.38,232.23,230.55,230.25,228.85,227.7,226.82,226.79,225.96,225.73,226.38,227.4,227.06,227.89,229.75,230.63,232.02,232.42,233.12,233.26,233.83,233.78,233.8,233.69,232.66,231.61,230.48,229.33,228.57,227.86,226.81,226.12,225.84,225.59,227.45,227.79,228.6,229.1,230.32
MTR___05,232.59,232.98,235.35,235.46,236.05,236.27,236.71,236.23,236.78,235.69,234.77,232.98,232.2,231.7,230.14,229.36,228.44,228.47,228.17,229.34,228.69,229.9,230.63,231.56,232.61,233.9,235.51,235.61,235.75,236.7,236.99,236.49,236.0,235.23,233.59,232.29,231.7,230.5,229.66,229.01,228.68,228.34,228.11,229.35,229.31,230.48,231.31,232.81
MTR___06,231.19,232.37,233.09,234.03,234.2,234.92,235.84,235.28,234.38,234.6,232.8,231.78,231.2,229.71,228.72,228.06,227.27,227.17,226.97,227.1,228.13,229.18,230.01,230.92,232.33,232.9,234.13,234.14,234.67,235.14,235.67,235.11,234.2,233.33,231.9,231.59,230.66,228.92,228.35,227.56,227.64,227.22,226.85,227.54,227.92,228.7,230.15,231.49
MTR_`_01,231.83,232.09,233.29,234.38,235.1,235.0,235.38,235.65,234.33,234.58,233.39,231.98,231.09,230.39,229.24,228.48,227.97,227.48,227.8,227.82,228.07,229.12,229.86,231.05,232.0,233.12,233.89,234.97,235.16,235.69,235.32,235.16,234.38,233.82,233.24,231.18,230.52,229.8,229.01,227.62,227.68,227.18,227.24,228.4,228.38,229.44,230.23,232.13
MTR_`_02,232.18,232.26,234.46,234.89,235.62,235.92,236.29,234.66,235.19,234.95,234.07,233.05,231.31,231.09,229.93,229.2,228.53,227.59,228.62,227.94,228.26,229.13,230.38,231.76,232.64,232.99,234.23,234.42,235.62,235.66,236.47,235.65,235.25,234.38,233.62,232.48,230.71,230.3,229.08,228.89,227.78,228.44,228.19,228.98,229.62,229.7,231.23,232.17
MTR_`_03,228.8,229.86,231.59,232.08,232.73,233.2,233.4,233.02,232.49,231.76,231.28,230.27,228.48,228.03,226.79,226.6,225.76,225.48,225.45,225.53,225.87,227.01,227.57,228.91,229.88,231.13,231.66,232.36,232.85,232.78,233.3,232.45,232.36,231.36,230.14,229.96,228.45,227.75,226.43,226.06,225.62,225.21,225.27,225.5,226.35,227.42,228.14,228.71
MTR_`_04,231.82,232.64,234.1,234.57,235.47,235.19,235.95,235.36,235.13,235.24,233.61,232.46,231.57,230.4,229.79,228.9,227.96,228.09,227.64,228.08,228.17,229.69,230.29,231.22,232.34,232.59,234.23,235.06,234.34,235.0,235.78,235.99,235.02,234.4,233.28,232.5,230.87,230.1,229.45,228.32,228.06,228.02,228.28,228.29,229.03,229.81,231.05,231.23
MTR_`_05,230.97,232.45,233.08,233.84,234.41,235.21,234.99,235.37,235.31,234.58,233.26,232.05,230.96,230.17,229.27,227.49,228.12,227.1,227.34,227.88,227.63,228.73,229.77,230.77,231.97,233.08,233.24,235.01,234.73,235.21,236.01,235.52,234.95,233.72,233.29,231.33,230.74,229.56,228.71,227.82,227.59,227.44,227.8,227.47,228.03,228.73,229.85,231.58
MTR_`_06,232.82,233.32,234.75,234.32,235.78,236.68,236.83,235.7,235.48,235.28,233.56,233.41,232.4,230.92,230.31,228.99,228.36,228.28,228.66,229.29,228.64,229.91,231.01,231.77,233.0,233.5,234.82,235.36,235.36,235.46,236.42,236.19,235.23,234.67,233.69,233.16,230.83,230.77,229.46,228.49,228.38,228.64,227.86,228.63,229.13,230.53,231.51,232.37
MTR_a_01,231.24,232.13,233.91,233.66,234.6,234.78,234.81,235.29,234.19,233.25,232.91,231.28,230.28,229.79,228.71,227.84,226.53,227.4,227.07,226.82,227.54,228.18,229.93,230.33,230.84,232.79,232.67,233.66,234.42,234.66,235.26,234.7,234.4,233.54,232.11,230.88,230.27,229.68,228.24,227.68,226.94,226.22,226.77,228.05,227.86,228.72,230.47,230.51
MTR_a_02,231.51,232.57,233.02,234.08,234.69,235.11,235.21,235.46,233.74,233.56,233.28,231.61,230.81,229.63,228.56,227.98,227.61,227.3,227.13,227.38,227.64,228.31,230.26,229.85,230.85,232.92,232.95,233.42,234.74,235.25,234.53,234.13,233.87,233.15,232.84,231.09,230.55,229.66,228.73,227.34,226.97,226.64,227.39,227.97,228.89,228.82,230.26,231.15
MTR_a_03,233.03,233.82,234.66,236.21,236.18,236.79,237.18,236.42,236.45,235.68,233.84,233.33,232.05,231.85,230.67,229.37,229.62,228.79,229.11,228.82,229.72,230.4,230.78,231.54,233.46,234.4,235.1,235.96,237.47,236.32,236.38,236.24,235.16,235.25,233.7,232.78,231.84,231.54,230.68,228.8,228.38,228.2,228.45,229.39,229.96,230.95,231.3,232.68
